"53a1832b-f834-421e-b668-d9d497c6997b","板橋区","教育委員会事務局地域教育力推進課","http://www.city.itabashi.tokyo.jp/"
"10d6dd4d-d285-4dd0-8d79-c7585e14c21f","板橋区","選挙管理委員会事務局","http://www.city.itabashi.tokyo.jp/"
"7a64f844-67d3-4a2e-8e8f-758be1294077","東京都総務局","大島支庁総務課","http://www.soumu.metro.tokyo.jp/  所属:東京都"
"97d7c86e-2ba5-47a8-9dfd-91554823b274","杉並区","都市整備部杉並土木事務所","http://www.city.suginami.tokyo.jp/"
"ffe2c77b-a641-43ad-8c03-cfd685aaef77","杉並区","都市整備部土木管理課","http://www.city.suginami.tokyo.jp/"
"676e0add-6a07-44c9-8cec-75a1b01797cf","町田市","町田市経済観光部産業政策課","https://www.city.machida.tokyo.jp/"
"09044152-e6da-45a1-861a-a37cee7a4512","東京都福祉保健局","保健政策部保健政策課","http://www.fukushihoken.metro.tokyo.jp/  所属:東京都"
"cf933e78-4e2a-44e3-9cac-c19f2725636f","中央区","福祉保健部高齢者福祉課","https://www.city.chuo.lg.jp/"
"32d84cb4-4da8-4c51-a70b-239d3de98528","板橋区","土木部工事課","http://www.city.itabashi.tokyo.jp/"
"1bbd22e0-ec4f-4553-8cb1-d204b2695f38","板橋区","総務部総務課","http://www.city.itabashi.tokyo.jp/"
"b50d54a2-e705-41ad-9b7b-fb43331bf38d","板橋区","総務部総務課","http://www.city.itabashi.tokyo.jp/"
"6db52ab9-208b-4095-9a16-93f7447a709e","警視庁","生活安全総務課","http://www.keishicho.metro.tokyo.jp/  所属:東京都"
"f838bdb0-3cf3-4651-a6a1-2b38faad2063","警視庁","生活安全総務課","http://www.keishicho.metro.tokyo.jp/  所属:東京都"
"16504ca9-07c9-4bf0-aca8-5f4c14f7dda2","警視庁","生活安全総務課","http://www.keishicho.metro.tokyo.jp/  所属:東京都"
"cb7b49ad-9d7b-433f-ac71-13963165d41f","警視庁","生活安全総務課","http://www.keishicho.metro.tokyo.jp/  所属:東京都"
"61d58916-7bdc-4fc4-ae4d-e2f8aadc1934","警視庁","生活安全総務課","http://www.keishicho.metro.tokyo.jp/  所属:東京都"
"e78a49b6-6864-4dee-a553-6fd160feff50","東京都教育庁","人事部勤労課","http://www.kyoiku.metro.tokyo.jp/  所属:東京都"
"f2f0ef11-bf1c-4762-8c67-bc04e9af02bf","清瀬市","清瀬市教育部生涯学習スポーツ課","https://www.city.kiyose.lg.jp/index.html"
